,AFG,ALB,DZA,AND,AGO,AIA,ATG,ARG,ARM,ABW,AUS,AUT,AZE,BHS,BHR,BGD,BRB,BLR,BEL,BLZ,BEN,BMU,BTN,BOL,BES,BIH,BWA,BRA,VGB,BRN,BGR,BFA,BDI,KHM,CMR,CAN,CPV,CYM,CAF,TCD,CHL,CHN,COL,COG,CRI,CIV,HRV,CUB,CUW,CYP,CZE,COD,DNK,DJI,DMA,DOM,ECU,EGY,SLV,GNQ,ERI,EST,ETH,FRO,FLK,FJI,FIN,FRA,PYF,GAB,GMB,GEO,DEU,GHA,GIB,GRC,GRL,GRD,GUM,GTM,GIN,GNB,GUY,HTI,HND,HUN,ISL,IND,IDN,IRN,IRQ,IRL,IMN,ISR,ITA,JAM,JPN,JOR,KAZ,KEN,OWID_KOS,KWT,KGZ,LAO,LVA,LBN,LBR,LBY,LIE,LTU,LUX,MKD,MDG,MWI,MYS,MDV,MLI,MLT,MRT,MUS,MEX,MDA,MCO,MNG,MNE,MSR,MAR,MOZ,MMR,NAM,NPL,NLD,NCL,NZL,NIC,NER,NGA,MNP,NOR,,OMN,PAK,PSE,PAN,PNG,PRY,PER,PHL,POL,PRT,PRI,QAT,ROU,RUS,RWA,KNA,LCA,VCT,SMR,STP,SAU,SEN,SRB,SYC,SLE,SGP,SXM,SVK,SVN,SOM,ZAF,KOR,SSD,ESP,LKA,SDN,SUR,SWZ,SWE,CHE,SYR,TWN,TZA,THA,TLS,TGO,TTO,TUN,TUR,TCA,UGA,UKR,ARE,GBR,USA,VIR,URY,UZB,VAT,VEN,VNM,OWID_WRL,YEM,ZMB,ZWE
14-Mar-20,,11.46709292,0.592916342,25.88494144,,,,0.752282675,4.38709869,,7.725526249,55.96020608,,,123.4144911,,,,48.23283187,,,,,0.856675675,,,,0.461047575,,84.5747149,4.461429859,,,,,4.663220494,,,,,2.249399973,56.25766868,0.314447585,,5.103929751,,7.551273145,0.353150491,,11.59553771,14.00693362,0.022331048,138.8072897,,,1.014020773,1.303628736,0.908785289,,,,59.55346959,0.008698407,,,,33.02821042,56.08706944,,,,7.520351952,36.54638129,,,18.22881888,,,,,0.076145271,,,,0.302889322,2.587897954,342.8571429,0.060144736,0.252263405,135.2970647,2.113244917,18.42927492,,13.40181971,292.0851153,2.701643038,5.827171409,,,0.018597281,,23.41611633,,,10.07315229,,,,104.8850198,2.204025947,60.70520276,6.239860227,,,6.086634498,16.64995505,,27.1776672,,,0.20165551,1.983161472,,,,,0.189647634,,,,,46.92185346,,1.24423685,,,,,114.5493966,4.756570329,3.916483343,0.095068941,6.860840206,8.343438164,,0.981418935,1.152498407,0.584042401,1.796726549,10.98393825,,111.0702311,4.626336998,0.308357601,,,,,2150.981201,,2.470280018,1.134739574,6.025339344,,,34.18602978,,5.494864774,67.82328619,,0.404662453,157.7165761,,90.4934154,0.280200343,0.022805397,,,76.73821969,129.5262252,,2.225322278,,1.174785471,,,1.429091005,1.353796188,,,,,,10.41451784,6.567923307,,,,,,0.503397507,18.37828082,,,
4-Mar-20,,,0.114022373,,,,,0.022125961,,,1.607850641,2.664771718,,,28.79671459,,,0.423310839,1.121693764,,,,,,,,,,,,,,,,,0.79486713,,,,,0.052311627,55.84566965,,,,,2.192305107,,,,0.466897787,,1.381167062,,,,,,,,,1.507682774,,,,,1.263374169,3.247871817,,,,,2.339350337,,,,,,,,,,,,,,46.88644689,0.004347812,,27.81185703,0.646404327,0.405039009,,,41.38148122,,2.118971422,,,,,,,,,,,,,,,,,,1.112278385,,,,,,,,,,,,,,,,,1.634094399,,0.414745617,,,,,6.087166004,1.00754938,,0.022635462,,,,,,,0.026422449,0.392283509,,2.776755777,0.207925258,0.027409565,,,,,294.654959,,,,,,,18.80231638,,,,,,103.9220773,,3.229616102,,,,,2.376409384,4.275174248,,1.763462937,,,,,,,,,,0.022865631,2.729919922,0.75125942,0.377640485,,,,,,,11.94091127,,,
5-Mar-20,,,0.273653696,,,,,,,,2.039225203,3.219932492,,,30.55977875,,,0.634966258,1.984535122,,,,,,,,,0.014113701,,,,,,,,0.874353843,,,,,0.156934882,55.92695782,,,,,,,,,0.74703646,,1.726458827,,,,0.566795102,,,,,,,,,,,4.366242772,,,,0.752035195,3.127090757,,,0.95941152,,,,,,,,,,0.207031836,76.19047619,0.020289791,,34.7886328,0.770712852,1.215117028,,1.732993928,51.09008613,,2.506395301,,,,,,,,,,,,26.22125495,,,,,,1.544831091,,,,,,,,,,,,,,,,,2.217699542,,0.622118425,,,,,10.32973625,1.288725951,2.937362507,,,,,,,,,0.490354386,,,,,,,,,441.9824386,,,0.179169406,,,,19.14417667,,,0.481016214,,,112.4652211,,4.277637221,,,,,3.465597018,6.586079247,,,,0.673352648,,,,,,,,,,1.252099034,0.480358696,,,,,,,12.2281541,,,
6-Mar-20,,,0.38767607,,,,,0.044251922,,,2.313736288,4.552318351,0.591764123,,30.55977875,,,,4.314206786,,,,1.295988139,,,0.609604626,,0.037636537,,,,,,,,1.192300694,,,,,0.209246509,56.04506884,,,,,2.435894563,,,,1.12055469,,3.452917655,,,,0.736833633,0.029315654,,,,3.769206936,,,,,2.16578429,6.480423483,,,,2.256105586,4.774184362,,,3.070116864,,,,,,,,,,,102.5641026,0.021014426,,41.82493738,0.944744786,2.63275356,,1.964059786,63.80885474,,2.759406814,,,,,13.58134747,,,,2.344170531,,,,,,,,,1.544831091,,,,,,,,,,,,0.054185038,,,,,4.785562169,,0.829491234,,,,,15.86352352,1.476176999,3.133186674,,1.372168041,,,,,,,0.882637895,,,0.311887888,,,,,,648.2409099,,0.143620931,0.238892542,,,,19.99882742,,,2.886097285,,0.016860936,122.5687564,,5.582316573,,,,,6.040040518,10.05243675,,1.847437363,,,,,,,,,,,2.932136213,1.69401634,0.703921863,,,,,,,12.59455227,,,
3-Mar-20,,,,12.94247072,,,,,,,1.294123686,1.998578788,,,,,,,0.690273086,,,,,,,,,,,,,,,,,0.715380417,,,,,,55.76299193,,,,,1.94871565,,,,0.466897787,,0.863229414,,,,0.396756572,,,,,,,,,,,2.726986714,,,,,1.873867362,,,,,,,,,,,,,,17.58241758,0.003623177,,17.87054683,0.522095803,,,,33.674139,,2.008278885,0.098009044,,,,13.11302514,,,0.53016591,1.904638557,,,,,,,,,,,,,,,,,,,,,0.027092519,,,,,1.050489257,,,,,,,4.611489397,0.796666952,1.37076917,,,,,,,,,0.196141754,,,,0.020557173,,,,,,,0.028724186,0.059723135,,,,18.46045608,23.31980784,,,,,93.85755182,,2.438253216,,,,,1.485255865,3.466357498,,1.721475725,,,,,,0.084612262,,,,,,0.589223075,0.311175759,,,,,,,11.6571323,,,
7-Mar-20,,,,,,,,0.177007688,,,2.470599765,8.216379463,0.887646184,,32.91053096,,,,9.404970795,,,,,,,,,0.061159372,,,,,,,0.037670652,1.35127412,,,,,0.261558136,56.11524068,0.019652974,,0.19630499,,2.679484019,,,,1.774211592,,3.970855303,,,0.184367413,,0.146578272,,,,7.538413872,,,,,3.429158459,9.391251998,,,,,8.163855259,,,4.31735184,,,,,,,,,,0.414063673,126.007326,0.022463697,0.014623966,56.5166461,,3.645351084,,2.195125643,76.6764776,,3.225896791,,,,,,,,,3.223234481,,,,,4.792516007,1.439967745,,,2.564419611,,,,,,,,,,,,,,,,,7.470145825,,1.036864042,,,,,20.84393207,1.593333903,,0.027162555,3.136384094,,,,0.030328905,0.045628313,0.132112246,1.274921404,,3.818039194,0.363869202,0.068523911,,,,,677.7064058,,,,0.146959496,,,22.22091935,,0.183162159,4.329145927,,,131.9896204,,7.999181602,,,,,13.5653369,24.14895724,,1.889424576,,0.716332604,,0.120791372,,,,,,,,2.401084029,1.02113987,,,,1236.093943,,0.174648115,13.10271164,,,
11-Mar-20,0.179817578,3.474876642,,,,,,0.420393259,,,4.39217736,20.20785219,1.084900892,,64.64568581,,,0.952449388,23.03786424,,,,,,,,,0.159955281,,,,0.095678773,,,,2.464088102,,,,,0.889297664,56.21250858,,,2.551964876,,3.166662932,,,,5.88291212,0.011165524,45.57851305,,,,0.963551674,0.576541205,,,,9.799938034,,,,,,27.33114774,,,,5.765603164,15.46835733,,,8.63470368,,,,,,,,,,1.242191018,205.1282051,0.036231769,0.069463836,95.74612765,1.516563999,7.088182663,,8.087304999,167.8579748,,4.490954356,,,,,16.15712027,,,4.241327281,6.006936987,,,,1.102012974,11.18253735,3.359924738,,,3.985664215,11.09997003,,,,,,0.743685552,,,,,,,,,,22.29371645,,,,,,,51.09530252,2.741471569,3.524835008,0.072433479,5.684696171,1.622335199,,0.701013525,0.33361796,0.301146863,0.581293884,4.020905965,,8.330267332,1.299532865,,,,,,1826.860746,,0.574483725,,0.734797481,,,28.37440471,,1.282135114,14.91150264,,,151.260456,,35.05523702,,,,,32.2795608,56.61717247,,2.015386214,,0.845272473,,,,0.423061309,,,,,7.48200275,5.494505171,3.096651973,,,,,,0.359569648,15.21655711,,,
15-Mar-20,0.256882254,13.20453124,0.843765563,,,,10.21158402,0.995668246,6.7493826,,9.764751451,72.72606147,1.873919722,,124.0021791,0.018216111,,,59.44976952,,,,1.295988139,0.856675675,,,,0.569252618,,91.43212422,5.900600782,0.14351816,,0.418686054,0.113011955,6.464919321,,,,,3.191009263,56.27295363,0.668201118,,5.300234742,0.151639939,9.012809882,0.353150491,,17.39330656,19.9832253,0.022331048,142.778145,,,1.014020773,1.587026287,0.908785289,,0.712765995,,86.69175953,0.008698407,,,,37.90122508,68.9253552,,0.449291198,,7.520351952,45.29507413,0.064364675,,21.87458266,,,,0.055817379,0.076145271,,,,,3.208993463,404.3956044,0.065217184,0.350975172,151.5484281,2.113244917,26.1250161,,20.56486128,349.9232607,,6.16715563,0.098009044,0.319544849,0.018597281,,24.35276098,,,13.78431366,13.62549121,,,104.8850198,3.306038921,,,,,7.353395993,16.64995505,,40.76650081,0.215069489,,0.317995227,4.957903679,76.44480685,0.305036891,,,0.487665345,,,0.787117717,0.034320849,55.96773317,,1.658982467,,,0.009702164,,167.3048353,6.021864899,3.916483343,0.135812773,7.448912224,9.965773363,,,1.304142935,1.012948539,2.747934722,16.57397825,,116.9708371,5.873888549,0.404291077,0.077206907,,10.89152585,,2710.825623,,2.470280018,1.254185845,6.760136825,20.33760423,,36.57905186,,8.059135002,87.06393475,,0.404662453,159.198948,,123.0462346,0.513700629,0.022805397,1.704640372,0.861947104,91.49176129,157.0259947,,2.477245555,,1.174785471,,0.120791372,1.429091005,1.353796188,,,,,8.594192348,16.79285763,8.915336559,,1.727251451,,,0.351667606,0.544491181,19.85606112,,,
16-Mar-20,0.411011607,14.5944819,1.094614785,64.71235359,,,,1.239053817,10.1240739,,11.68632905,95.48765322,1.873919722,2.542924567,125.7652433,,,2.857348163,76.44774426,,,,,,,5.486441631,,0.940913418,,114.2901553,7.339771704,0.14351816,,0.717747522,0.150682607,8.05465358,,,0.207049454,,3.923372045,56.2903229,0.884383833,0.18122206,6.870674665,0.151639939,11.6922939,,,24.8475808,27.82710812,0.022331048,151.0651474,,,1.014020773,2.097141879,1.074907331,,0.712765995,,128.9068772,0.034793627,,,,48.18870045,83.08117388,,0.449291198,,7.520351952,57.74375986,0.064364675,,31.75652131,,,,0.055817379,,,5.085441779,,0.605778644,4.037120808,521.6117216,0.06739109,0.427750991,165.9424928,3.082851408,34.22579629,,28.88323214,396.6138768,3.377053797,6.435980362,1.470135664,0.479317273,0.055791844,1.034782132,26.22605029,,,16.43514321,14.50455516,,,183.5487846,5.14272721,123.0079108,6.239860227,,,13.22375414,24.04993507,,47.56091761,0.215069489,,0.411067,5.701589231,178.371216,,,,0.758590537,,,0.787117717,,66.23918368,,,,,0.009702164,,198.6629632,7.170002565,4.308131677,0.140339865,7.448912224,9.965773363,,1.121621641,2.153352287,1.277592752,3.302806157,24.02736491,,139.1848833,7.225402728,0.431700642,0.386034537,,10.89152585,,2887.618599,,3.389453978,1.552801523,8.082772291,30.50640635,,38.63021365,,11.17289171,105.3425509,,0.859907713,160.6423102,,165.8226069,0.887301087,0.022805397,,0.861947104,102.1856035,254.1995499,,2.477245555,,1.633238337,,0.120791372,2.85818201,1.523020712,0.213424225,,,0.068596893,8.695300493,20.49023242,11.40172151,,2.303001934,0.179269304,1236.093943,0.527501409,0.585584855,21.47816843,,,
17-Mar-20,0.539452734,17.72187087,1.322659532,181.19459,,,,1.438187466,17.54839476,,14.70595098,112.8086694,1.873919722,2.542924567,129.8790597,0.030360184,,3.809797551,93.61828727,,0.082486486,,1.295988139,0.942343243,,6.40084857,,1.100868699,,123.4333677,8.922859719,0.956787734,,1.435495043,0.150682607,11.2341221,,,0.207049454,,8.160613854,56.32019804,1.120219522,0.18122206,8.048504607,0.189549923,13.64100955,,,33.13010773,32.12256777,0.033496572,160.9059627,,,1.014020773,3.287411594,1.231257488,,0.712765995,,154.5374844,0.043492033,,,,49.09111057,101.6185555,,0.449291198,,8.272387148,71.75599096,0.193094024,,33.7712855,,,,0.334904276,0.076145271,,5.085441779,,0.807704858,5.175795908,583.1501832,0.090579422,0.489902845,178.4792588,3.082851408,45.16184954,,30.03856143,462.7713208,3.377053797,6.51504646,1.568144708,0.585832223,0.055791844,1.034782132,28.80182309,,,19.08597276,17.58127899,0.19771923,,183.5487846,6.244740184,129.3979322,9.119795717,,,17.08583187,24.04993507,,67.94416801,0.215069489,,0.635990453,7.188960335,229.3344205,,,,1.002423209,,0,0.787117717,0.034320849,82.46340664,,,,,0.009702164,,215.6332442,8.974218897,4.699780011,0.846566285,7.644936229,15.99158981,,1.261824346,2.608285869,1.295844077,4.676773518,32.46146035,,152.3744733,9.564561884,0.637272376,0.386034537,,10.89152585,,3005.480582,,3.820316772,1.612524658,8.376691283,40.67520846,,41.53602618,,15.38562137,121.6971022,0.062919916,1.045378004,162.2807213,,196.5788185,1.354301659,0.022805397,,0.861947104,110.9981216,254.1995499,,2.813143257,0.016740825,2.535817418,,0.120791372,3.572727513,1.692245235,0.557274365,,,0.114328156,9.908598237,22.7292801,14.08145839,,8.348382012,0.239025738,1236.093943,1.1605031,0.626678529,23.10438104,,,
18-Mar-20,0.56514096,19.11182153,1.368268481,181.19459,,,,1.74795092,26.32259214,,17.80400465,147.8948303,2.761565906,,139.2820685,0.048576295,3.479822251,3.809797551,107.2511807,,0.082486486,,1.295988139,1.02801081,,6.40084857,,1.369029023,,128.0049739,11.65728447,0.956787734,,1.435495043,0.376706518,15.07597989,,,0.207049454,,10.51463708,56.33617777,1.277443315,0.18122206,9.815249521,0.189549923,16.80767248,0.618013359,,33.13010773,40.52672794,0.033496572,176.7893839,,,1.014020773,6.291425637,1.622132881,,0.712765995,,169.6143121,0.043492033,,,,57.57376571,118.4247601,,0.449291198,0.41379356,8.523065546,85.41015823,0.193094024,,37.12922582,,,,0.334904276,0.076145271,,5.085441779,,0.908667965,5.175795908,723.8095238,0.099275047,0.628830517,192.504245,3.828702555,59.13569536,,49.3325605,521.0891077,4.390169937,6.554579509,3.43031655,1.757496669,0.074389126,9.830430252,30.44095123,,,32.34012052,17.58127899,0.395438459,,183.5487846,9.183441447,223.650747,14.8796667,,,20.79342648,24.04993507,,86.06261282,0.215069489,,0.721306246,7.436855519,229.3344205,1.220147565,3.184398992,,1.192070843,,,0.787117717,0.034320849,99.50467681,,4.147456168,,,0.014553245,,241.2731252,11.10647456,4.699780011,0.846566285,8.036984241,19.93154673,,1.542229756,3.548481938,1.706498891,6.288542922,43.93575298,,153.4157567,11.27994527,0.781172589,0.540448351,,10.89152585,,3064.411574,,3.820316772,1.8514172,10.58108373,40.67520846,,45.4674196,,17.76672944,132.2794589,0.062919916,1.433179522,164.0946765,,239.0771443,1.961402403,0.022805397,,0.861947104,115.5529063,306.1949124,,3.233015385,0.016740825,2.535817418,,0.120791372,5.001818518,2.030694283,1.161976335,,,0.320118835,11.42522042,28.72462489,19.41676315,,14.39376209,0.478051477,1236.093943,1.1605031,0.626678529,24.99564219,,,
19-Mar-20,0.56514096,20.50177219,1.641922177,685.950948,,,,2.146218219,38.80894995,,22.15696614,182.758927,3.353330029,,150.4481415,0.060720368,3.479822251,4.868074648,128.2182257,,0.082486486,,1.295988139,1.02801081,,10.97288326,,2.013554714,,155.4346112,13.24037249,1.243824055,,1.435495043,0.376706518,18.28194398,,,0.207049454,,12.45016729,56.36674768,2.004603355,0.54366618,13.54504434,0.227459908,19.73074596,0.97116385,,48.03865621,48.74412899,0.156317335,192.5001593,1.0121437,,1.935857839,9.522157721,1.915289426,0.154173452,2.138297986,,194.4910779,0.05219044,,,,66.59786692,139.9342508,10.6798052,1.347873595,0.41379356,8.523065546,97.8469085,0.225276362,,40.10340154,,,17.77430191,0.446539035,0.076145271,,6.356802223,,1.211557287,7.556662026,732.6007326,0.119564837,0.628830517,206.6959117,4.077319604,74.1221387,,50.02575807,590.6701994,5.065580696,6.90247034,5.096470302,1.970526568,0.13018097,9.830430252,33.25088519,0.459827126,,37.64177962,19.48591754,0.395438459,,655.5313737,12.12214271,335.4761205,20.15954843,,,24.40833124,24.04993507,,108.7106688,0.215069489,,0.915205774,8.924226623,229.3344205,1.525184456,12.73759597,,1.462996035,,,0.787117717,0.034320849,119.6974147,,5.806438635,0.150953559,,0.038808654,,262.4859765,14.03539718,7.637142518,1.367181915,8.625056259,25.26207666,,1.542229756,4.397691291,1.843383829,7.583242936,62.96150316,,156.8867014,13.51514179,1.007301497,0.849275981,,10.89152585,,3211.739054,,4.91183585,2.150032878,13.81419264,61.01281269,,53.5011366,,19.59835103,137.5706372,0.062919916,1.955868524,167.0594205,,293.3603606,1.961402403,0.045610795,,0.861947104,128.821192,347.7912023,,4.534618982,0.050222475,2.535817418,,0.120791372,6.430909524,2.453755591,2.264668164,,,0.434446991,11.42522042,38.74141716,28.4438813,,22.7421441,0.687198998,1236.093943,1.1605031,0.780779807,27.34502935,,0.108790513,
20-Mar-20,0.56514096,24.32413649,2.052402722,970.6853038,,,,2.83212301,41.17123386,37.46511062,27.80405132,243.8266122,4.339603567,7.6287737,158.0880862,0.060720368,6.959644501,6.032179455,154.8800236,,0.164972972,32.11664766,1.295988139,1.285013513,,13.41130176,,2.921536162,,166.8636267,15.11129469,1.578699762,,1.435495043,0.527389125,22.41525306,,15.21606817,0.207049454,0.060879617,17.89057653,56.43552998,2.515580681,0.54366618,17.07853417,0.341189862,25.33330345,1.412601963,18.28153565,48.03865621,64.80541288,0.156317335,198.715411,1.0121437,,1.935857839,11.27922254,2.052095814,0.154173452,2.851063981,,201.2756504,0.060888847,1473.447253,,1.115518649,72.19280967,168.4450501,10.6798052,1.347873595,0.41379356,10.02713594,168.7435463,0.354005711,296.8151732,44.51669453,35.22863383,,71.09720766,0.502356414,0.076145271,,6.356802223,0.175399624,2.423114575,8.798853044,967.032967,0.138405357,0.829910043,219.1493374,4.400521768,112.8033641,,78.21579264,678.6926786,5.403286076,7.511279293,5.488506479,2.609616266,0.13018097,10.86521238,34.65585217,0.919654253,,45.59426827,21.83008807,0.395438459,,655.5313737,17.63220758,551.1393408,23.03948392,,,27.80695964,24.04993507,,120.0346968,0.430138978,2.358922664,1.271980906,12.14686401,280.2976251,1.525184456,20.69859345,,1.706828707,,,0.787117717,0.034320849,143.5668651,,8.087539528,0.150953559,,0.038808654,,286.2812617,17.90157503,7.637142518,2.163950183,9.213128277,31.75141746,,1.822635166,7.096963876,2.098902379,9.379969485,76.9856386,,159.6634572,14.39882414,1.363625836,0.849275981,,10.89152585,,3712.652484,,6.836356329,2.150032878,18.51689652,61.01281269,,58.97090136,,22.52894557,153.4441723,0.062919916,2.529140333,168.7563463,,366.7432271,2.475103032,0.045610795,,0.861947104,140.9012731,449.2399318,,4.534618982,0.050222475,3.037250241,,0.120791372,6.430909524,3.299878209,4.256627596,,,0.594506409,14.15514034,48.27210039,43.05101524,,27.06027273,0.687198998,1236.093943,1.1605031,0.873240573,31.09406778,,0.108790513,
21-Mar-20,0.616517411,24.32413649,2.326056418,970.6853038,,,10.21158402,3.495901841,45.89580168,,34.27466975,294.1241784,4.339603567,10.17169827,167.4910951,0.103224626,20.8789335,6.032179455,194.7432943,,0.164972972,32.11664766,2.591976278,1.627683783,,13.41130176,,4.252928648,,178.2926422,18.27747071,1.913575469,,2.811177793,1.017107599,25.72719943,3.59719994,45.6482045,0.207049454,0.060879617,22.70324623,56.47165806,3.105169903,0.54366618,22.18246392,0.530739785,30.69227149,1.854040077,,55.49293045,84.41511994,0.156317335,216.6705829,1.0121437,,3.134246026,24.14547136,2.501602516,0.462520357,2.851063981,,213.3371126,0.07828566,1637.163614,,1.115518649,81.21691088,193.2177328,53.399026,1.347873595,0.41379356,10.77917113,217.0702275,0.514917398,296.8151732,47.49087024,35.22863383,,82.94674227,0.725625932,0.152290541,,6.356802223,0.175399624,2.423114575,10.66213957,1198.534799,0.167390772,1.129701336,233.8767634,4.798309046,138.3208217,11.76027848,82.25944513,777.6972936,6.416402215,7.96195605,6.762624055,2.822646165,0.13018097,12.41738558,37.23162496,0.919654253,,58.84841602,23.88123729,0.395438459,,891.5226683,25.34629839,773.1925825,33.59924738,0.108338375,,31.82352047,24.04993507,,144.9475584,0.430138978,9.435690657,1.57446417,16.36108214,305.7792274,1.830221347,22.29079295,200.040008,2.329956648,,,1.180676575,0.034320849,174.7313797,7.005474779,10.99075885,0.150953559,0.041310986,0.058212982,,321.3285812,22.49412569,9.399560022,2.240910754,9.409152282,46.35243424,0.111768971,2.523648691,7.976502135,2.098902379,11.22954093,100.0322947,,163.1344019,16.01024489,1.733654957,1.312517425,,10.89152585,,4449.289882,,7.870427034,2.806987368,19.83953199,71.18161481,,65.80810732,,25.0932158,164.026529,0.062919916,3.456491789,171.6235658,,427.3359583,3.082203776,0.045610795,1.704640372,0.861947104,160.7046846,559.2390097,,5.668273727,0.050222475,5.243554661,,1.087122347,6.430909524,4.569062136,7.944123925,,,0.594506409,14.15514034,58.67188765,59.28653495,,31.6662766,0.98598117,1236.093943,1.266003382,0.89378741,34.78139839,,0.108790513,0.067281498
22-Mar-20,0.616517411,26.40906248,3.169821981,1138.937423,0.060852665,,10.21158402,4.978341229,53.9950608,,43.05902447,335.7612365,5.227249752,10.17169827,179.8325442,0.145728884,48.71751151,8.04290594,242.8898421,,0.164972972,32.11664766,2.591976278,1.71335135,,28.04181278,,5.306751676,,189.7216578,23.45848604,3.06172075,,3.050426967,1.017107599,34.49723343,5.395799909,45.6482045,0.621148363,0.121759233,28.09134384,56.51681815,4.127124555,0.72488824,22.96768388,0.644469739,50.17942799,2.207190568,,69.57322623,92.91265967,0.256807051,228.9284405,1.0121437,,10.32457514,30.15349945,2.784987176,0.462520357,4.276595972,0.281973942,230.6754645,0.07828566,1882.738156,,2.231037298,94.03113459,221.51405,60.51889614,1.347873595,0.41379356,12.28324152,256.1707974,0.675829085,296.8151732,50.84881056,35.22863383,,88.87150957,0.948895449,0.152290541,,6.356802223,0.175399624,2.625040789,13.56058528,1386.080586,0.231883321,1.64519612,245.3777283,5.320404849,158.9778112,23.52055697,102.0155759,886.1458836,6.416402215,8.270313832,8.232759719,2.982418589,0.13018097,12.41738558,41.21236474,2.145859923,,65.74057285,33.69745139,0.593157689,,943.9651782,38.57045408,1070.328575,40.7990861,0.108338375,,36.55070361,24.04993507,,165.3308088,0.430138978,11.00830577,1.946751265,19.83161472,458.6688411,3.050368912,22.29079295,200.040008,2.60088184,,,1.180676575,0.034320849,211.9070273,14.01094956,13.68660535,0.150953559,0.041310986,0.1067238,,355.2691431,28.18795126,10.18285669,2.924501711,10.19324831,56.78173195,0.111768971,3.084459512,9.644591935,3.467751757,14.1624328,125.5307228,,166.9524411,19.07714245,2.096831687,1.312517425,,10.89152585,,4449.289882,,11.25988101,3.344495587,21.89696493,71.18161481,,73.84182432,,32.60286433,184.22921,0.062919916,4.046624533,173.5350454,,533.1219268,3.642604462,0.045610795,8.52320186,0.861947104,172.8837827,702.1684839,,6.424043558,0.100444949,8.581664596,0.758470983,1.811870579,35.01272963,5.076735706,11.22848561,,0.021862224,0.937490875,15.46954623,73.91803471,80.80600032,,38.86315764,0.98598117,1236.093943,1.266003382,0.96570134,39.15854798,,0.108790513,0.134562997
23-Mar-20,0.873399665,30.92640211,4.583699412,1462.499191,0.060852665,,10.21158402,5.88550563,64.1191347,,67.0199206,403.1577545,6.410777997,10.17169827,196.2878096,0.163944995,59.15697826,8.04290594,293.4523456,,0.164972972,96.34994299,2.591976278,2.313024323,,38.1002891,,7.273260719,,201.1506733,26.62466206,3.06172075,,5.143857239,1.017107599,37.88866651,5.395799909,45.6482045,0.828197817,0.121759233,33.06094843,56.61269651,4.618448907,0.72488824,26.30486872,0.947749616,57.24352223,3.090066795,,78.68400586,108.7871844,0.290303622,240.8410064,1.0121437,13.89062522,18.62110874,44.72013358,2.872934139,0.462520357,4.276595972,0.281973942,245.7522922,0.095682474,2353.422695,,3.346555948,112.9817471,245.398164,64.0788312,2.695747189,0.41379356,13.53663351,295.6891085,0.772376098,445.2227598,59.86727885,35.22863383,8.887387908,159.9687172,1.060530208,0.152290541,,6.356802223,0.175399624,2.726003896,17.28715833,1664.468864,0.318114931,1.879179568,257.6168503,5.792777242,183.4826712,23.52055697,123.7357665,978.1047308,6.416402215,8.610298052,9.702895383,3.195448488,0.278959222,16.03912304,44.0222987,2.145859923,,73.69306151,36.33464324,0.593157689,,1206.177728,52.52928508,1274.809258,54.7187743,0.108338375,,40.3509881,24.04993507,,203.832504,0.430138978,22.01661153,2.450890039,23.30214729,586.0768525,3.050368912,33.43618942,200.040008,3.115639704,0.031994436,,1.180676575,0.034320849,245.3476019,17.51368695,21.15202646,0.301907117,0.041310986,0.145532454,,393.2678158,43.69952544,10.77032919,3.549240467,11.56541635,72.54155959,0.111768971,3.084459512,11.00939268,3.467751757,16.75183283,156.9134035,,171.4646693,22.50790922,3.001347317,1.466931239,,10.89152585,,4449.289882,,14.67805918,4.001450078,27.62838529,71.18161481,,77.77321774,,33.88499944,199.1407126,0.062919916,4.619896342,174.7833587,,611.1032533,4.062904977,0.045610795,8.52320186,3.447788416,188.7265119,805.4659374,0.057140712,6.927890111,0.200889899,10.32951615,0.758470983,1.811870579,35.72727513,6.345919633,14.65513011,,0.021862224,1.074684662,15.46954623,83.71386833,106.3616872,,45.4842882,1.374397995,1236.093943,1.266003382,1.212263384,43.392012,,0.163185769,0.134562997
